0.00	0.00	0.00
5.00	0.00	0.00
0.00	5.00	0.00

0.00	0.00	0.00
10.00	0.00	0.00
0.00	10.00	0.00

20.00	0.00	0.00
30.00	0.00	0.00
20.00	10.00	0.00

20.00	0.00	0.00
20.00	10.00	0.00
10.00	0.00	0.00

20.00	0.00	0.00
20.00	20.00	0.00
0.00	0.00	0.00

40.00	0.00	0.00
50.00	0.00	0.00
40.00	10.00	0.00

40.00	0.00	0.00
40.00	0.00	10.00
40.00	10.00	0.00

20.00	0.00	0.00
30.00	0.00	0.00
20.00	10.00	0.00

0.00	0.00	0.00
3.75	1.25	-3.06
1.25	3.75	3.06

0.00	0.00	0.00
4.02	2.53	-1.55
-1.55	4.02	2.53

0.00	0.00	0.00
4.38	2.10	-1.19
-1.91	4.52	0.96

0.00	0.00	0.00
2.84	-3.73	-1.72
2.70	3.28	-2.64

